datetime, time (s), time (hms), active_status, active_dist (mi), active_time (s), pause_time (s), stride_pace (mi/min), step_rate (s/min), stride_length (ft), contact_time (ms), braking_gs, impact_gs, footstrike_type, max_pronation_vel, pronation_fs_mp, pronation_mp_to,stance_fs_mp, stance_mp_to 
datetime, , , , , , , power, cadence, , , , , , , , , , , 
2015-12-27 11:27:50.706, 3470.706, 00:57:50.706, 6, 6.9158, 3239.2, 227.6, 7.101, 170.455, 8.724, 317.0, 9.543, 9.617, 5.0, 586.243, -10.298, -20.151, 14.132, 92.174
2015-12-27 11:27:51.410, 3471.41, 00:57:51.410, 6, 6.9173, 3239.9, 227.6, 7.329, 172.911, 8.332, 312.0, 7.203, 13.102, 4.0, 523.804, -15.287, -15.81, 16.508, 85.892
2015-12-27 11:27:52.104, 3472.104, 00:57:52.104, 6, 6.9189, 3240.6, 227.6, 7.577, 170.455, 8.176, 297.0, 7.313, 9.016, 4.0, 626.831, -14.812, -11.988, 16.376, 81.267
2015-12-27 11:27:52.808, 3472.808, 00:57:52.808, 6, 6.9205, 3241.3, 227.6, 7.271, 171.429, 8.473, 306.0, 7.047, 9.168, 4.0, 579.041, -14.85, -16.713, 15.552, 85.336
2015-12-27 11:27:53.508, 3473.508, 00:57:53.508, 6, 6.9221, 3242.0, 227.6, 7.321, 170.455, 8.462, 297.0, 7.164, 15.766, 7.0, 705.75, -12.38, -16.062, 11.015, 87.305
2015-12-27 11:27:54.212, 3474.212, 00:57:54.212, 6, 6.9237, 3242.7, 227.6, 7.529, 170.455, 8.228, 302.0, 7.012, 12.902, 4.0, 587.585, -16.785, -12.715, 17.019, 81.991
2015-12-27 11:27:54.916, 3474.916, 00:57:54.916, 6, 6.9252, 3243.4, 227.6, 7.584, 170.455, 8.169, 317.0, 9.766, 12.305, 2.0, 522.156, -15.4, -16.242, 19.352, 83.665
2015-12-27 11:27:55.620, 3475.62, 00:57:55.620, 6, 6.9267, 3244.1, 227.6, 7.551, 171.429, 8.158, 296.0, 6.938, 8.004, 5.0, 635.132, -17.292, -12.108, 15.123, 80.048
2015-12-27 11:27:56.320, 3476.32, 00:57:56.320, 6, 6.9283, 3244.8, 227.6, 7.654, 170.455, 8.095, 292.0, 7.164, 8.578, 6.0, 626.648, -16.67, -14.018, 13.66, 79.717
2015-12-27 11:27:57.024, 3477.024, 00:57:57.024, 6, 6.9298, 3245.5, 227.6, 7.524, 172.911, 8.117, 302.0, 7.258, 6.566, 3.0, 572.144, -15.65, -15.076, 17.144, 80.927
2015-12-27 11:27:57.718, 3477.718, 00:57:57.718, 6, 6.9314, 3246.2, 227.6, 7.348, 171.429, 8.384, 307.0, 8.219, 9.523, 3.0, 659.485, -17.755, -13.958, 17.436, 84.096
2015-12-27 11:27:58.418, 3478.418, 00:57:58.418, 6, 6.9330, 3246.9, 227.6, 7.348, 172.911, 8.312, 307.0, 7.512, 11.137, 4.0, 571.472, -16.696, -15.859, 15.514, 84.233
2015-12-27 11:27:59.112, 3479.112, 00:57:59.112, 6, 6.9346, 3247.6, 227.6, 7.441, 170.455, 8.325, 302.0, 8.07, 11.828, 3.0, 506.592, -13.712, -12.493, 17.118, 81.17
2015-12-27 11:27:59.816, 3479.816, 00:57:59.816, 6, 6.9363, 3248.3, 227.6, 7.024, 170.455, 8.82, 307.0, 7.199, 4.617, 6.0, 745.056, -12.689, -18.526, 12.976, 87.408
2015-12-27 11:28:00.520, 3480.52, 00:58:00.520, 6, 6.9379, 3249.0, 227.6, 7.065, 170.213, 8.782, 296.0, 7.457, 13.211, 8.0, 632.751, -12.326, -16.453, 10.615, 86.875
2015-12-27 11:28:01.225, 3481.225, 00:58:01.225, 6, 6.9395, 3249.7, 227.6, 7.483, 170.455, 8.279, 302.0, 7.191, 15.168, 4.0, 560.059, -16.293, -13.183, 16.616, 83.16
2015-12-27 11:28:01.929, 3481.929, 00:58:01.929, 6, 6.9412, 3250.4, 227.6, 7.081, 171.674, 8.686, 312.0, 7.152, 10.703, 6.0, 685.242, -8.926, -20.158, 13.816, 87.824
2015-12-27 11:28:02.628, 3482.628, 00:58:02.628, 6, 6.9428, 3251.1, 227.6, 7.028, 170.455, 8.815, 302.0, 8.879, 13.805, 7.0, 637.756, -11.141, -18.744, 12.022, 84.251
2015-12-27 11:28:03.332, 3483.332, 00:58:03.332, 6, 6.9444, 3251.8, 227.6, 7.123, 171.429, 8.648, 296.0, 7.441, 7.797, 7.0, 644.287, -8.763, -17.428, 11.166, 83.572
2015-12-27 11:28:04.032, 3484.032, 00:58:04.032, 6, 6.9460, 3252.5, 227.6, 7.514, 170.455, 8.245, 297.0, 7.453, 13.664, 5.0, 560.059, -16.091, -12.457, 14.969, 80.046
2015-12-27 11:28:04.736, 3484.736, 00:58:04.736, 6, 6.9476, 3253.2, 227.6, 7.238, 170.455, 8.559, 312.0, 7.215, 11.922, 8.0, 549.438, -8.902, -19.174, 10.157, 88.329
2015-12-27 11:28:05.440, 3485.44, 00:58:05.440, 6, 6.9491, 3253.9, 227.6, 7.603, 171.429, 8.102, 302.0, 7.316, 15.957, 4.0, 612.366, -15.667, -10.57, 15.634, 79.366
2015-12-27 11:28:06.140, 3486.14, 00:58:06.140, 6, 6.9507, 3254.6, 227.6, 7.614, 169.252, 8.195, 317.0, 11.426, 7.902, 4.0, 673.645, -16.284, -14.457, 16.485, 82.231
2015-12-27 11:28:06.849, 3486.849, 00:58:06.849, 6, 6.9522, 3255.3, 227.6, 7.709, 171.674, 7.98, 302.0, 7.063, 6.629, 4.0, 651.611, -16.399, -11.257, 15.83, 79.321
2015-12-27 11:28:07.548, 3487.548, 00:58:07.548, 6, 6.9538, 3256.0, 227.6, 7.394, 170.455, 8.379, 302.0, 7.063, 14.152, 7.0, 615.173, -12.226, -16.25, 11.353, 81.982
2015-12-27 11:28:08.252, 3488.252, 00:58:08.252, 6, 6.9553, 3256.7, 227.6, 7.463, 173.913, 8.136, 306.0, 8.094, 13.195, 4.0, 599.487, -15.972, -12.73, 16.024, 81.029
2015-12-27 11:28:08.942, 3488.942, 00:58:08.942, 6, 6.9568, 3257.4, 227.6, 7.716, 169.252, 8.087, 292.0, 7.457, 14.82, 6.0, 624.817, -17.141, -9.811, 13.606, 77.775
2015-12-27 11:28:09.651, 3489.651, 00:58:09.651, 6, 6.9584, 3258.1, 227.6, 7.697, 170.455, 8.049, 302.0, 7.207, 14.211, 6.0, 657.471, -16.584, -14.504, 12.574, 81.358
2015-12-27 11:28:10.355, 3490.355, 00:58:10.355, 6, 6.9599, 3258.8, 227.6, 7.662, 171.674, 8.028, 302.0, 7.066, 10.207, 4.0, 588.806, -16.026, -10.973, 15.772, 78.502
2015-12-27 11:28:11.054, 3491.054, 00:58:11.054, 6, 6.9614, 3259.5, 227.6, 7.532, 171.429, 8.179, 301.0, 6.938, 9.719, 6.0, 550.476, -15.734, -11.249, 13.814, 78.398
2015-12-27 11:28:11.754, 3491.754, 00:58:11.754, 6, 6.9630, 3260.2, 227.6, 7.6, 171.674, 8.094, 302.0, 6.672, 15.719, 5.0, 510.254, -16.293, -10.637, 15.079, 77.798
2015-12-27 11:28:12.453, 3492.453, 00:58:12.453, 6, 6.9645, 3260.9, 227.6, 7.709, 170.455, 8.036, 302.0, 6.973, 12.57, 5.0, 584.9, -17.42, -11.595, 14.148, 78.519
2015-12-27 11:28:13.157, 3493.157, 00:58:13.157, 6, 6.9660, 3261.6, 227.6, 7.848, 170.455, 7.894, 307.0, 6.945, 7.043, 5.0, 615.723, -16.615, -12.023, 15.031, 77.168
2015-12-27 11:28:13.861, 3493.861, 00:58:13.861, 6, 6.9675, 3262.3, 227.6, 7.588, 173.913, 8.002, 307.0, 7.059, 14.754, 5.0, 641.113, -17.692, -13.792, 13.939, 82.409
2015-12-27 11:28:14.551, 3494.551, 00:58:14.551, 6, 6.9690, 3263.0, 227.6, 7.688, 171.674, 8.001, 297.0, 7.375, 5.77, 7.0, 741.821, -16.331, -13.342, 11.257, 81.738
2015-12-27 11:28:15.250, 3495.25, 00:58:15.250, 6, 6.9706, 3263.7, 227.6, 7.709, 170.455, 8.037, 297.0, 7.656, 12.91, 7.0, 653.809, -16.329, -14.631, 11.425, 81.584
2015-12-27 11:28:15.954, 3495.954, 00:58:15.954, 6, 6.9721, 3264.4, 227.6, 7.556, 170.455, 8.199, 292.0, 7.234, 14.711, 8.0, 619.507, -16.576, -12.276, 10.458, 78.531
2015-12-27 11:28:16.658, 3496.658, 00:58:16.658, 6, 6.9736, 3265.1, 227.6, 7.646, 169.014, 8.172, 286.0, 7.449, 11.742, 7.0, 689.27, -16.037, -12.843, 10.84, 76.46
2015-12-27 11:28:17.368, 3497.368, 00:58:17.368, 6, 6.9751, 3265.8, 227.6, 7.855, 170.455, 7.887, 307.0, 7.203, 12.102, 4.0, 607.91, -15.108, -12.067, 15.571, 78.021
2015-12-27 11:28:18.072, 3498.072, 00:58:18.072, 6, 6.9766, 3266.5, 227.6, 7.756, 170.455, 7.988, 312.0, 7.082, 10.188, 7.0, 572.571, -14.0, -15.246, 11.119, 82.159
2015-12-27 11:28:18.776, 3498.776, 00:58:18.776, 6, 6.9782, 3267.2, 227.6, 7.65, 171.429, 8.053, 296.0, 7.375, 14.211, 7.0, 538.086, -15.947, -11.362, 11.894, 79.147
2015-12-27 11:28:19.476, 3499.476, 00:58:19.476, 6, 6.9798, 3267.9, 227.6, 7.345, 171.674, 8.375, 302.0, 7.789, 14.797, 8.0, 601.135, -10.324, -16.044, 10.197, 81.032
2015-12-27 11:28:20.175, 3500.175, 00:58:20.175, 6, 6.9813, 3268.6, 227.6, 7.523, 171.674, 8.177, 302.0, 7.492, 11.66, 8.0, 685.669, -12.04, -16.01, 9.327, 84.144
2015-12-27 11:28:20.874, 3500.874, 00:58:20.874, 6, 6.9828, 3269.4, 227.6, 7.643, 169.252, 8.164, 297.0, 7.254, 7.051, 6.0, 592.285, -15.843, -10.373, 13.764, 77.34
2015-12-27 11:28:21.583, 3501.583, 00:58:21.583, 6, 6.9843, 3270.1, 227.6, 7.809, 170.213, 7.945, 306.0, 6.855, 11.215, 6.0, 586.365, -16.082, -12.304, 12.787, 80.863
2015-12-27 11:28:22.288, 3502.288, 00:58:22.288, 6, 6.9859, 3270.8, 227.6, 7.742, 170.455, 8.002, 312.0, 9.004, 15.008, 3.0, 446.167, -15.265, -12.287, 17.739, 78.169
2015-12-27 11:28:22.992, 3502.992, 00:58:22.992, 6, 6.9874, 3271.5, 227.6, 7.596, 169.252, 8.214, 307.0, 6.922, 14.848, 5.0, 532.654, -15.974, -12.842, 14.456, 80.191
2015-12-27 11:28:23.701, 3503.701, 00:58:23.701, 6, 6.9889, 3272.2, 227.6, 7.754, 169.252, 8.047, 307.0, 6.992, 12.387, 4.0, 542.786, -18.821, -10.577, 16.604, 76.026
2015-12-27 11:28:24.410, 3504.41, 00:58:24.410, 6, 6.9905, 3272.9, 227.6, 7.863, 169.014, 7.946, 301.0, 7.137, 9.48, 5.0, 532.166, -16.399, -9.884, 14.251, 77.114
2015-12-27 11:28:25.120, 3505.12, 00:58:25.120, 6, 6.9921, 3273.6, 227.6, 7.284, 171.674, 8.445, 322.0, 8.945, 12.145, 7.0, 507.935, -8.537, -19.46, 11.995, 85.433
2015-12-27 11:28:25.819, 3505.819, 00:58:25.819, 6, 6.9936, 3274.3, 227.6, 7.642, 169.252, 8.164, 317.0, 7.035, 10.91, 7.0, 647.034, -10.737, -18.932, 11.237, 86.031
2015-12-27 11:28:26.528, 3506.528, 00:58:26.528, 6, 6.9951, 3275.0, 227.6, 7.834, 169.014, 7.975, 327.0, 8.566, 7.609, 5.0, 447.937, -11.524, -15.335, 15.232, 81.122
2015-12-27 11:28:27.238, 3507.238, 00:58:27.238, 6, 6.9967, 3275.7, 227.6, 7.508, 169.252, 8.31, 307.0, 7.496, 14.477, 9.0, 723.572, -10.161, -16.96, 7.956, 80.244
2015-12-27 11:28:27.947, 3507.947, 00:58:27.947, 6, 6.9981, 3276.4, 227.6, 8.073, 168.067, 7.783, 312.0, 7.551, 13.469, 5.0, 483.704, -14.813, -15.122, 14.403, 78.162
2015-12-27 11:28:28.661, 3508.661, 00:58:28.661, 6, 6.9996, 3277.1, 227.6, 7.836, 171.674, 7.85, 317.0, 6.898, 15.754, 5.0, 481.567, -15.99, -14.153, 15.061, 78.352
2015-12-27 11:28:29.360, 3509.36, 00:58:29.360, 6, 7.0011, 3277.8, 227.6, 7.85, 172.662, 7.791, 301.0, 7.242, 13.035, 5.0, 541.199, -16.412, -13.094, 14.228, 76.223
2015-12-27 11:28:30.055, 3510.055, 00:58:30.055, 6, 7.0027, 3278.5, 227.6, 7.596, 170.455, 8.156, 302.0, 8.02, 6.934, 7.0, 629.7, -12.093, -18.769, 10.972, 78.604
2015-12-27 11:28:30.759, 3510.759, 00:58:30.759, 6, 7.0042, 3279.2, 227.6, 7.701, 168.067, 8.159, 302.0, 7.305, 13.727, 7.0, 619.08, -12.296, -16.304, 12.047, 80.029
2015-12-27 11:28:31.473, 3511.473, 00:58:31.473, 6, 7.0057, 3279.9, 227.6, 7.934, 169.252, 7.864, 312.0, 7.188, 7.934, 4.0, 318.054, -15.144, -10.519, 15.993, 76.103
2015-12-27 11:28:32.182, 3512.182, 00:58:32.182, 6, 7.0072, 3280.7, 227.6, 7.792, 169.014, 8.018, 307.0, 7.238, 10.547, 7.0, 595.825, -15.724, -12.248, 11.547, 79.775
2015-12-27 11:28:32.892, 3512.892, 00:58:32.892, 6, 7.0087, 3281.4, 227.6, 7.588, 172.911, 8.049, 312.0, 11.305, 12.172, 5.0, 552.49, -15.838, -12.55, 14.023, 80.009
2015-12-27 11:28:33.586, 3513.586, 00:58:33.586, 6, 7.0103, 3282.1, 227.6, 7.833, 169.252, 7.966, 292.0, 7.215, 13.449, 8.0, 656.189, -16.211, -10.031, 10.314, 76.912
2015-12-27 11:28:34.295, 3514.295, 00:58:34.295, 6, 7.0119, 3282.8, 227.6, 7.449, 169.014, 8.388, 307.0, 7.055, 14.098, 9.0, 701.233, -11.369, -16.72, 8.95, 80.89
2015-12-27 11:28:35.005, 3515.005, 00:58:35.005, 6, 7.0134, 3283.5, 227.6, 7.451, 172.911, 8.196, 281.0, 6.871, 13.527, 11.0, 799.805, -13.622, -12.15, 5.112, 79.072
2015-12-27 11:28:35.699, 3515.699, 00:58:35.699, 6, 7.0149, 3284.2, 227.6, 7.592, 171.674, 8.102, 312.0, 6.781, 10.867, 6.0, 488.77, -18.252, -11.402, 13.467, 81.397
2015-12-27 11:28:36.398, 3516.398, 00:58:36.398, 6, 7.0165, 3284.9, 227.6, 7.588, 170.455, 8.165, 322.0, 8.699, 12.492, 4.0, 518.738, -18.859, -10.815, 16.328, 82.018
2015-12-27 11:28:37.102, 3517.102, 00:58:37.102, 6, 7.0180, 3285.6, 227.6, 7.72, 168.067, 8.139, 312.0, 6.848, 15.047, 5.0, 592.59, -17.669, -10.397, 14.142, 78.591
2015-12-27 11:28:37.816, 3517.816, 00:58:37.816, 6, 7.0196, 3286.3, 227.6, 7.751, 169.014, 8.061, 301.0, 7.145, 11.754, 7.0, 557.373, -16.228, -11.344, 11.585, 77.065
2015-12-27 11:28:38.526, 3518.526, 00:58:38.526, 6, 7.0212, 3287.0, 227.6, 7.39, 170.455, 8.384, 292.0, 6.891, 14.531, 10.0, 617.737, -10.71, -16.158, 6.766, 82.08
2015-12-27 11:28:39.230, 3519.23, 00:58:39.230, 6, 7.0227, 3287.7, 227.6, 7.364, 171.674, 8.353, 317.0, 8.496, 7.199, 7.0, 684.631, -11.049, -18.707, 11.391, 84.817
2015-12-27 11:28:39.929, 3519.929, 00:58:39.929, 6, 7.0242, 3288.4, 227.6, 7.634, 171.674, 8.058, 281.0, 7.652, 5.969, 8.0, 667.908, -16.085, -10.451, 10.492, 76.39
2015-12-27 11:28:40.628, 3520.628, 00:58:40.628, 6, 7.0257, 3289.1, 227.6, 7.772, 170.213, 7.983, 296.0, 7.074, 7.785, 5.0, 563.843, -16.377, -10.986, 14.376, 76.716
2015-12-27 11:28:41.333, 3521.333, 00:58:41.333, 6, 7.0273, 3289.8, 227.6, 7.695, 171.674, 7.994, 297.0, 7.332, 12.949, 7.0, 611.45, -15.975, -11.763, 11.757, 77.481
2015-12-27 11:28:42.032, 3522.032, 00:58:42.032, 6, 7.0288, 3290.5, 227.6, 7.426, 171.674, 8.283, 307.0, 7.438, 13.285, 7.0, 642.517, -10.503, -17.194, 11.105, 83.751
2015-12-27 11:28:42.731, 3522.731, 00:58:42.731, 6, 7.0304, 3291.2, 227.6, 7.441, 175.439, 8.089, 307.0, 7.242, 14.668, 7.0, 590.576, -9.332, -16.579, 11.207, 80.667
2015-12-27 11:28:43.415, 3523.415, 00:58:43.415, 6, 7.0319, 3291.9, 227.6, 7.766, 171.429, 7.932, 307.0, 7.773, 10.781, 6.0, 406.677, -13.843, -11.131, 13.688, 77.523
2015-12-27 11:28:44.115, 3524.115, 00:58:44.115, 6, 7.0334, 3292.6, 227.6, 7.645, 174.165, 7.931, 302.0, 7.332, 5.953, 9.0, 528.137, -14.138, -12.085, 9.115, 82.827
2015-12-27 11:28:44.804, 3524.804, 00:58:44.804, 6, 7.0350, 3293.3, 227.6, 7.233, 175.439, 8.321, 297.0, 7.781, 11.551, 11.0, 744.385, -11.022, -15.274, 5.634, 82.617
2015-12-27 11:28:45.488, 3525.488, 00:58:45.488, 6, 7.0365, 3294.0, 227.6, 7.42, 171.674, 8.29, 282.0, 7.617, 5.66, 12.0, 665.588, -10.613, -16.004, 3.804, 79.934
2015-12-27 11:28:46.187, 3526.187, 00:58:46.187, 6, 7.0380, 3294.6, 227.6, 7.645, 175.439, 7.874, 297.0, 6.906, 7.242, 6.0, 562.439, -15.504, -10.459, 12.903, 76.1
2015-12-27 11:28:46.871, 3526.871, 00:58:46.871, 6, 7.0396, 3295.3, 227.6, 7.114, 176.73, 8.399, 292.0, 7.363, 10.832, 9.0, 643.127, -11.084, -13.541, 7.97, 82.011
2015-12-27 11:28:47.550, 3527.55, 00:58:47.550, 6, 7.0412, 3296.0, 227.6, 7.443, 174.165, 8.146, 296.0, 7.359, 11.129, 7.0, 618.835, -16.134, -10.065, 11.015, 77.871
2015-12-27 11:28:48.239, 3528.239, 00:58:48.239, 6, 7.0427, 3296.7, 227.6, 7.174, 175.182, 8.402, 301.0, 7.754, 10.508, 8.0, 602.478, -9.68, -14.698, 10.39, 82.781
2015-12-27 11:28:48.924, 3528.924, 00:58:48.924, 6, 7.0443, 3297.4, 227.6, 7.541, 174.165, 8.041, 312.0, 7.488, 9.902, 6.0, 561.646, -15.349, -12.653, 13.363, 83.226
2015-12-27 11:28:49.613, 3529.613, 00:58:49.613, 6, 7.0459, 3298.1, 227.6, 7.329, 171.674, 8.392, 322.0, 7.316, 13.359, 10.0, 610.901, -11.544, -16.197, 6.626, 88.419
2015-12-27 11:28:50.312, 3530.312, 00:58:50.312, 6, 7.0475, 3298.8, 227.6, 7.198, 172.911, 8.484, 297.0, 7.402, 13.367, 13.0, 638.916, -11.164, -14.064, 3.348, 85.972
2015-12-27 11:28:51.006, 3531.006, 00:58:51.006, 6, 7.0491, 3299.5, 227.6, 7.315, 174.165, 8.289, 307.0, 6.969, 5.199, 10.0, 668.64, -10.323, -14.105, 6.731, 82.248
2015-12-27 11:28:51.695, 3531.695, 00:58:51.695, 6, 7.0506, 3300.2, 227.6, 7.462, 169.014, 8.373, 317.0, 7.348, 14.77, 8.0, 499.268, -13.227, -14.834, 10.377, 83.059
2015-12-27 11:28:52.405, 3532.405, 00:58:52.405, 6, 7.0521, 3300.9, 227.6, 7.686, 171.674, 8.003, 312.0, 7.52, 12.543, 7.0, 577.148, -14.037, -13.341, 11.569, 78.823
2015-12-27 11:28:53.104, 3533.104, 00:58:53.104, 6, 7.0537, 3301.6, 227.6, 7.504, 170.455, 8.256, 312.0, 7.207, 3.836, 9.0, 594.299, -11.759, -17.687, 7.762, 84.1
2015-12-27 11:28:53.808, 3533.808, 00:58:53.808, 6, 7.0553, 3302.3, 227.6, 7.466, 170.213, 8.31, 311.0, 7.063, 6.309, 10.0, 622.498, -9.696, -17.676, 6.328, 83.842
2015-12-27 11:28:54.513, 3534.513, 00:58:54.513, 6, 7.0569, 3303.0, 227.6, 7.459, 169.252, 8.364, 312.0, 7.555, 7.559, 9.0, 640.137, -11.351, -13.967, 8.115, 80.505
2015-12-27 11:28:55.222, 3535.222, 00:58:55.222, 6, 7.0585, 3303.7, 227.6, 7.193, 174.165, 8.429, 312.0, 7.332, 10.008, 9.0, 589.844, -9.669, -18.242, 8.726, 86.268
2015-12-27 11:28:55.911, 3535.911, 00:58:55.911, 6, 7.0600, 3304.4, 227.6, 7.692, 167.832, 8.18, 291.0, 7.555, 11.566, 9.0, 684.204, -16.882, -10.417, 8.416, 77.93
2015-12-27 11:28:56.626, 3536.626, 00:58:56.626, 6, 7.0616, 3305.1, 227.6, 7.587, 169.252, 8.223, 307.0, 6.949, 9.422, 6.0, 561.768, -13.711, -11.343, 12.551, 77.911
2015-12-27 11:28:57.335, 3537.335, 00:58:57.335, 6, 7.0631, 3305.8, 227.6, 7.349, 170.455, 8.43, 302.0, 7.277, 13.336, 9.0, 707.153, -11.685, -15.064, 8.832, 80.65
2015-12-27 11:28:58.039, 3538.039, 00:58:58.039, 6, 7.0647, 3306.5, 227.6, 7.653, 171.674, 8.038, 302.0, 8.242, 12.438, 3.0, 502.869, -14.63, -13.509, 17.569, 78.266
2015-12-27 11:28:58.738, 3538.738, 00:58:58.738, 6, 7.0662, 3307.2, 227.6, 7.547, 172.662, 8.104, 306.0, 8.211, 9.387, 4.0, 646.179, -13.77, -16.94, 15.792, 80.31
2015-12-27 11:28:59.433, 3539.433, 00:58:59.433, 6, 7.0677, 3307.9, 227.6, 7.576, 172.911, 8.062, 297.0, 8.117, 8.801, 4.0, 512.451, -15.381, -12.158, 15.895, 77.472
2015-12-27 11:29:00.127, 3540.127, 00:59:00.127, 6, 7.0693, 3308.6, 227.6, 7.699, 170.455, 8.047, 292.0, 7.738, 8.828, 6.0, 552.795, -16.378, -11.028, 13.748, 76.982
2015-12-27 11:29:00.831, 3540.831, 00:59:00.831, 6, 7.0709, 3309.3, 227.6, 7.077, 172.911, 8.629, 281.0, 7.367, 11.969, 14.0, 655.823, -6.862, -16.645, 1.38, 83.727
2015-12-27 11:29:01.525, 3541.525, 00:59:01.525, 6, 7.0724, 3310.0, 227.6, 7.551, 171.429, 8.158, 296.0, 7.582, 10.355, 7.0, 557.556, -16.912, -11.231, 12.309, 78.132
2015-12-27 11:29:02.225, 3542.225, 00:59:02.225, 6, 7.0740, 3310.7, 227.6, 7.622, 171.674, 8.07, 302.0, 7.41, 7.914, 7.0, 500.977, -16.138, -12.916, 11.046, 79.811
2015-12-27 11:29:02.924, 3542.924, 00:59:02.924, 6, 7.0756, 3311.4, 227.6, 7.343, 170.455, 8.437, 287.0, 7.254, 3.797, 11.0, 653.015, -10.7, -15.392, 5.792, 80.479
2015-12-27 11:29:03.628, 3543.628, 00:59:03.628, 6, 7.0772, 3312.1, 227.6, 7.266, 172.911, 8.406, 292.0, 7.41, 6.07, 11.0, 638.55, -12.443, -14.841, 6.173, 79.788
2015-12-27 11:29:04.322, 3544.322, 00:59:04.322, 6, 7.0787, 3312.8, 227.6, 7.676, 169.014, 8.14, 292.0, 7.465, 12.77, 10.0, 665.894, -15.089, -14.144, 6.461, 78.514
2015-12-27 11:29:05.032, 3545.032, 00:59:05.032, 6, 7.0803, 3313.5, 227.6, 7.439, 170.455, 8.328, 297.0, 7.492, 8.422, 10.0, 659.546, -14.141, -14.521, 7.579, 80.103
2015-12-27 11:29:05.736, 3545.736, 00:59:05.736, 6, 7.0819, 3314.2, 227.6, 7.47, 169.252, 8.353, 297.0, 7.496, 12.516, 8.0, 491.882, -13.371, -13.916, 9.552, 81.316
2015-12-27 11:29:06.445, 3546.445, 00:59:06.445, 6, 7.0834, 3314.9, 227.6, 7.732, 169.014, 8.081, 296.0, 7.48, 10.574, 7.0, 547.241, -13.422, -13.827, 11.998, 76.738
2015-12-27 11:29:07.155, 3547.155, 00:59:07.155, 6, 7.0849, 3315.6, 227.6, 7.507, 170.455, 8.253, 297.0, 7.637, 9.973, 8.0, 498.779, -11.377, -16.821, 10.071, 80.724
2015-12-27 11:29:07.859, 3547.859, 00:59:07.859, 6, 7.0865, 3316.3, 227.6, 7.649, 171.674, 8.042, 292.0, 7.551, 7.555, 5.0, 610.229, -16.398, -12.965, 15.014, 76.964
2015-12-27 11:29:08.558, 3548.558, 00:59:08.558, 6, 7.0881, 3317.0, 227.6, 7.296, 174.165, 8.311, 297.0, 8.492, 14.301, 4.0, 564.88, -17.702, -13.541, 16.457, 77.968
2015-12-27 11:29:09.247, 3549.247, 00:59:09.247, 6, 7.0896, 3317.7, 227.6, 7.482, 171.429, 8.233, 291.0, 7.387, 12.328, 6.0, 537.17, -16.178, -11.725, 13.534, 78.027
2015-12-27 11:29:09.947, 3549.947, 00:59:09.947, 6, 7.0912, 3318.4, 227.6, 7.442, 172.911, 8.207, 287.0, 7.57, 3.34, 7.0, 680.725, -16.158, -13.971, 11.607, 81.329
2015-12-27 11:29:10.641, 3550.641, 00:59:10.641, 6, 7.0927, 3319.1, 227.6, 7.488, 172.911, 8.156, 292.0, 7.055, 8.688, 4.0, 708.618, -16.336, -12.292, 15.806, 77.843
2015-12-27 11:29:11.335, 3551.335, 00:59:11.335, 6, 7.0943, 3319.8, 227.6, 7.247, 174.165, 8.367, 297.0, 7.43, 11.391, 8.0, 482.056, -9.888, -18.575, 10.566, 85.267
2015-12-27 11:29:12.024, 3552.024, 00:59:12.024, 6, 7.0959, 3320.5, 227.6, 7.56, 172.662, 8.09, 291.0, 7.809, 11.809, 5.0, 619.446, -15.416, -12.941, 15.489, 76.823
2015-12-27 11:29:12.719, 3552.719, 00:59:12.719, 6, 7.0975, 3321.2, 227.6, 7.088, 174.165, 8.555, 282.0, 7.781, 14.832, 10.0, 813.538, -13.195, -16.055, 7.49, 80.961
2015-12-27 11:29:13.408, 3553.408, 00:59:13.408, 6, 7.0991, 3321.9, 227.6, 7.338, 175.439, 8.202, 292.0, 7.184, 7.621, 6.0, 694.214, -16.456, -11.408, 12.393, 81.049
2015-12-27 11:29:14.092, 3554.092, 00:59:14.092, 6, 7.1007, 3322.6, 227.6, 7.054, 170.455, 8.782, 302.0, 10.539, 9.383, 7.0, 609.497, -13.493, -13.768, 10.881, 84.528
2015-12-27 11:29:14.796, 3554.796, 00:59:14.796, 6, 7.1023, 3323.3, 227.6, 7.32, 171.429, 8.416, 296.0, 7.746, 15.285, 8.0, 556.946, -9.961, -13.45, 10.692, 78.047
2015-12-27 11:29:15.496, 3555.496, 00:59:15.496, 6, 7.1038, 3324.0, 227.6, 7.351, 174.165, 8.248, 287.0, 7.313, 10.957, 6.0, 656.494, -15.871, -12.151, 13.385, 81.297
2015-12-27 11:29:16.185, 3556.185, 00:59:16.185, 6, 7.1054, 3324.6, 227.6, 7.367, 176.73, 8.111, 272.0, 7.84, 12.418, 4.0, 614.258, -17.266, -10.634, 16.178, 77.858
2015-12-27 11:29:16.864, 3556.864, 00:59:16.864, 6, 7.1070, 3325.3, 227.6, 6.81, 176.73, 8.774, 282.0, 7.648, 7.957, 5.0, 694.031, -11.351, -16.128, 14.358, 83.63
2015-12-27 11:29:17.543, 3557.543, 00:59:17.543, 6, 7.1086, 3326.0, 227.6, 7.246, 175.439, 8.307, 277.0, 7.348, 8.258, 3.0, 738.037, -15.837, -12.389, 17.644, 79.97
